period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.27251,2.20639,2.32,2.05,18,0.108500004
+1q,2.70922,2.65662,2.77314,2.44,18,0.1103
0y,10.5859,10.36,10.75382,9.61,20,0.1016
+1y,11.51303,10.42,11.95,10.5859,20,0.0876
