period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1038726080,1017100000,1049700000,13,1474200000,-0.29540002
+1q,1064652610,1040300000,1081000000,13,1016400000,0.0475
0y,4320135050,4260000000,4369000000,15,4159100000,0.0387
+1y,4485373270,4443121300,4529000000,14,4320135050,0.0382
