period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.41134,1.32,1.55,1.15,13,0.22729999
+1q,1.52409,1.3,1.74,1.18,12,0.2916
0y,6.36953,5.85,6.99,4.87,19,0.3079
+1y,7.80282,7.07071,8.57,6.36953,20,0.225
