period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.67896,1.61,1.73887,1.47,14,0.1421
+1q,1.78815,1.74605,1.91993,1.56,14,0.1462
0y,7.33816,7.11,7.61429,6.61,17,0.1102
+1y,8.10622,7.75309,8.77444,7.33816,16,0.1047
