period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,616875570,612000000,623955000,13,585087000,0.0543
+1q,638652180,636500000,642000000,13,615372000,0.0378
0y,2516036640,2480000000,2526446000,15,2375288000,0.059299998
+1y,2676529420,2646000000,2697109000,15,2516036640,0.0638
