period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.41875,1.39,1.44,1.4505,8,-0.0219
+1q,1.52,1.46,1.56,1.5611,8,-0.026300002
0y,6.46857,6.38,6.64,5.9515,7,0.086899996
+1y,6.99364,6.78,7.29,6.46857,11,0.081199996
