,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-814895413.630519,16511000.0,-38448000.0,41961000.0,327402.135231,
Tax Rate For Calcs,0.243035,0.209,0.216331,0.213,0.081851,
Normalized EBITDA,2535000000.0,2638000000.0,2434000000.0,2825000000.0,2758000000.0,
Total Unusual Items,-3353000000.0,79000000.0,-178000000.0,197000000.0,4000000.0,
Total Unusual Items Excluding Goodwill,-3353000000.0,79000000.0,-178000000.0,197000000.0,4000000.0,
Net Income From Continuing Operation Net Minority Interest,-1458000000.0,1018000000.0,699000000.0,1405000000.0,1074000000.0,
Reconciled Depreciation,1416000000.0,1277000000.0,1257000000.0,1088000000.0,1170000000.0,
Reconciled Cost Of Revenue,2548000000.0,2565000000.0,2387000000.0,2217000000.0,2176000000.0,
EBITDA,-818000000.0,2717000000.0,2256000000.0,3022000000.0,2762000000.0,
EBIT,-2234000000.0,1440000000.0,999000000.0,1934000000.0,1592000000.0,
Net Interest Income,-78000000.0,-70000000.0,-56000000.0,-40000000.0,-34000000.0,
Interest Expense,99000000.0,70000000.0,56000000.0,40000000.0,187000000.0,
Normalized Income,1080104586.369481,955511000.0,838552000.0,1249961000.0,1070327402.135231,
Net Income From Continuing And Discontinued Operation,-1458000000.0,1018000000.0,699000000.0,1405000000.0,1074000000.0,
Total Expenses,2565000000.0,2653000000.0,2472000000.0,2321000000.0,2254000000.0,
Total Operating Income As Reported,-2782000000.0,1236000000.0,1139000000.0,1673000000.0,1412000000.0,
Diluted Average Shares,285789000.0,288826000.0,292135000.0,289612000.0,291851000.0,
Basic Average Shares,285789000.0,288826000.0,292135000.0,289612000.0,291851000.0,
Diluted EPS,-5.11,3.51,2.38,4.83,3.67,
Basic EPS,-5.11,3.51,2.38,4.83,3.67,
Diluted NI Availto Com Stockholders,-1458000000.0,1018000000.0,699000000.0,1405000000.0,1074000000.0,
Net Income Common Stockholders,-1458000000.0,1018000000.0,699000000.0,1405000000.0,1074000000.0,
Net Income,-1458000000.0,1018000000.0,699000000.0,1405000000.0,1074000000.0,
Minority Interests,308000000.0,-65000000.0,-40000000.0,-86000000.0,-216000000.0,
Net Income Including Noncontrolling Interests,-1766000000.0,1083000000.0,739000000.0,1491000000.0,1290000000.0,
Net Income Continuous Operations,-1766000000.0,1083000000.0,739000000.0,1491000000.0,1290000000.0,
Tax Provision,-567000000.0,287000000.0,204000000.0,403000000.0,115000000.0,
Pretax Income,-2333000000.0,1370000000.0,943000000.0,1894000000.0,1405000000.0,
Other Income Expense,-3031000000.0,187000000.0,-180000000.0,224000000.0,-3000000.0,
Other Non Operating Income Expenses,322000000.0,108000000.0,-2000000.0,27000000.0,-7000000.0,
Special Income Charges,-3525000000.0,-49000000.0,15000000.0,-37000000.0,-30000000.0,
Other Special Charges,-33000000.0,32000000.0,-55000000.0,,0.0,
Restructuring And Mergern Acquisition,,17000000.0,40000000.0,37000000.0,30000000.0,258000000.0
Gain On Sale Of Security,172000000.0,128000000.0,-193000000.0,234000000.0,34000000.0,
Net Non Operating Interest Income Expense,-78000000.0,-70000000.0,-56000000.0,-40000000.0,-34000000.0,
Interest Expense Non Operating,99000000.0,70000000.0,56000000.0,40000000.0,187000000.0,
Operating Income,776000000.0,1253000000.0,1179000000.0,1710000000.0,1442000000.0,
Operating Expense,17000000.0,88000000.0,85000000.0,104000000.0,78000000.0,
Other Operating Expenses,-61000000.0,18000000.0,18000000.0,31000000.0,6000000.0,
Selling General And Administration,78000000.0,70000000.0,67000000.0,73000000.0,72000000.0,
General And Administrative Expense,78000000.0,70000000.0,67000000.0,73000000.0,72000000.0,
Other Gand A,58000000.0,70000000.0,46000000.0,55000000.0,56000000.0,
Salaries And Wages,20000000.0,,21000000.0,18000000.0,16000000.0,16000000.0
Gross Profit,793000000.0,1341000000.0,1264000000.0,1814000000.0,1520000000.0,
Cost Of Revenue,2548000000.0,2565000000.0,2387000000.0,2217000000.0,2176000000.0,
Total Revenue,3341000000.0,3906000000.0,3651000000.0,4031000000.0,3696000000.0,
Operating Revenue,3341000000.0,3906000000.0,3651000000.0,4031000000.0,3696000000.0,
