period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.40813,1.38,1.42,1.31,14,0.0749
+1q,1.49826,1.43,1.53,1.37,14,0.0936
0y,5.96865,5.93,6.00047,5.59,17,0.0677
+1y,6.56603,6.32,6.75,5.96865,18,0.1001
