,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.175,0.234344,0.233,0.237,0.21,
Normalized EBITDA,237954000.0,246362000.0,273871000.0,247809000.0,183152000.0,
Total Unusual Items,,,,,,0.0
Total Unusual Items Excluding Goodwill,,,,,,0.0
Net Income From Continuing Operation Net Minority Interest,158373000.0,155014000.0,181789000.0,162615000.0,152528000.0,
Reconciled Depreciation,4017000.0,4021000.0,3981000.0,3415000.0,3535000.0,
Reconciled Cost Of Revenue,87261000.0,87155000.0,83590000.0,84215000.0,87345000.0,
EBITDA,237954000.0,246362000.0,273871000.0,247809000.0,183152000.0,
EBIT,233937000.0,242341000.0,269890000.0,244394000.0,179617000.0,
Net Interest Income,-42006000.0,-39882000.0,-32899000.0,-31378000.0,-29488000.0,
Interest Expense,42006000.0,39882000.0,32899000.0,31378000.0,29488000.0,
Normalized Income,158373000.0,155014000.0,181789000.0,162615000.0,152528000.0,
Net Income From Continuing And Discontinued Operation,158373000.0,155014000.0,181789000.0,162615000.0,152528000.0,
Total Expenses,277910000.0,267673000.0,273897000.0,253087000.0,260440000.0,
Total Operating Income As Reported,234049000.0,237156000.0,262518000.0,245648000.0,179528000.0,
Diluted Average Shares,23958000.0,24160000.0,24575000.0,24685000.0,24827000.0,
Basic Average Shares,23723000.0,23909000.0,24284000.0,24389000.0,24378000.0,
Diluted EPS,6.61,6.42,7.4,6.59,6.14,
Basic EPS,6.68,6.48,7.49,6.67,6.26,
Diluted NI Availto Com Stockholders,158373000.0,155014000.0,181789000.0,162615000.0,152528000.0,
Net Income Common Stockholders,158373000.0,155014000.0,181789000.0,162615000.0,152528000.0,
Net Income,158373000.0,155014000.0,181789000.0,162615000.0,152528000.0,
Net Income Including Noncontrolling Interests,158373000.0,155014000.0,181789000.0,162615000.0,152528000.0,
Net Income Continuous Operations,158373000.0,155014000.0,181789000.0,162615000.0,152528000.0,
Tax Provision,33558000.0,47445000.0,55202000.0,50401000.0,-2399000.0,
Pretax Income,191931000.0,202459000.0,236991000.0,213016000.0,150129000.0,
Other Income Expense,-112000.0,-5737000.0,7372000.0,-1254000.0,89000.0,
Other Non Operating Income Expenses,-112000.0,5185000.0,7372000.0,-1254000.0,89000.0,
Special Income Charges,,,,,,0.0
Net Non Operating Interest Income Expense,-42006000.0,-39882000.0,-32899000.0,-31378000.0,-29488000.0,
Interest Expense Non Operating,42006000.0,39882000.0,32899000.0,31378000.0,29488000.0,
Operating Income,234049000.0,248078000.0,262518000.0,245648000.0,179528000.0,
Operating Expense,190649000.0,176497000.0,186326000.0,165457000.0,173095000.0,
Depreciation Amortization Depletion Income Statement,,0.0,0.0,0.0,0.0,92000.0
Depreciation And Amortization In Income Statement,,0.0,0.0,0.0,0.0,92000.0
Amortization,,0.0,0.0,0.0,0.0,92000.0
Amortization Of Intangibles Income Statement,,0.0,0.0,0.0,0.0,92000.0
Research And Development,49912000.0,50953000.0,47212000.0,45037000.0,45145000.0,
Selling General And Administration,140737000.0,125544000.0,139114000.0,120420000.0,127950000.0,
Gross Profit,424698000.0,424575000.0,448844000.0,411105000.0,352623000.0,
Cost Of Revenue,87261000.0,91176000.0,87571000.0,87630000.0,87345000.0,
Total Revenue,511959000.0,515751000.0,536415000.0,498735000.0,439968000.0,
Operating Revenue,511959000.0,515751000.0,536415000.0,498735000.0,439968000.0,
