period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,622388750,578400000,682200000,14,498735000,0.24790001
+1q,668366070,634558990,719600000,14,536415000,0.246
0y,2483920340,2349979570,2622609080,18,1990869000,0.2477
+1y,2905572350,2639963190,3284400000,18,2483920340,0.1698
