,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-4114000.0,-166950000.0,3257800.0,-665842500.0,-5322200.0
Tax Rate For Calcs,0.187,0.21,0.179,0.225,0.178
Normalized EBITDA,1298000000.0,1396900000.0,1335000000.0,1141800000.0,1229800000.0
Total Unusual Items,-22000000.0,-795000000.0,18200000.0,-2959300000.0,-29900000.0
Total Unusual Items Excluding Goodwill,-22000000.0,-795000000.0,18200000.0,-2959300000.0,-29900000.0
Net Income From Continuing Operation Net Minority Interest,678200000.0,4900000.0,721800000.0,-1730600000.0,617400000.0
Reconciled Depreciation,370700000.0,412800000.0,401000000.0,383600000.0,366800000.0
Reconciled Cost Of Revenue,2107500000.0,2145500000.0,2040100000.0,2053900000.0,2016500000.0
EBITDA,1276000000.0,601900000.0,1353200000.0,-1817500000.0,1199900000.0
EBIT,905300000.0,189100000.0,952200000.0,-2201100000.0,833100000.0
Net Interest Income,-54500000.0,-67800000.0,-61400000.0,-42200000.0,-42600000.0
Interest Expense,54500000.0,67800000.0,61400000.0,42200000.0,42600000.0
Normalized Income,696086000.0,632950000.0,706857800.0,562857500.0,641977800.0
Net Income From Continuing And Discontinued Operation,678200000.0,4900000.0,713800000.0,-1730600000.0,617400000.0
Total Expenses,2346000000.0,2355100000.0,2250300000.0,2284900000.0,2258000000.0
Total Operating Income As Reported,734500000.0,16800000.0,790600000.0,-2328000000.0,643600000.0
Diluted Average Shares,222900000.0,222900000.0,222900000.0,222800000.0,222900000.0
Basic Average Shares,222800000.0,222800000.0,222800000.0,222800000.0,222700000.0
Diluted EPS,3.04,0.02,3.2,-7.77,2.77
Basic EPS,3.04,0.02,3.2,-7.77,2.77
Diluted NI Availto Com Stockholders,678200000.0,4900000.0,713800000.0,-1730600000.0,617400000.0
Net Income Common Stockholders,678200000.0,4900000.0,713800000.0,-1730600000.0,617400000.0
Net Income,678200000.0,4900000.0,713800000.0,-1730600000.0,617400000.0
Minority Interests,-13200000.0,-5200000.0,-9400000.0,6900000.0,-32400000.0
Net Income Including Noncontrolling Interests,691400000.0,10100000.0,723200000.0,-1737500000.0,649800000.0
Net Income Discontinuous Operations,,0.0,-8000000.0,,
Net Income Continuous Operations,691400000.0,10100000.0,731200000.0,-1737500000.0,649800000.0
Tax Provision,159400000.0,111200000.0,159600000.0,-505800000.0,140700000.0
Pretax Income,850800000.0,121300000.0,890800000.0,-2243300000.0,790500000.0
Other Income Expense,148800000.0,-622700000.0,179800000.0,-2832400000.0,159600000.0
Other Non Operating Income Expenses,-1400000.0,-11700000.0,-6000000.0,-18600000.0,38900000.0
Special Income Charges,-22000000.0,-795000000.0,18200000.0,-2959300000.0,-29900000.0
Gain On Sale Of Business,-22000000.0,-795000000.0,43200000.0,-2927900000.0,0.0
Other Special Charges,,0.0,25000000.0,31400000.0,29900000.0
Earnings From Equity Interest,172200000.0,184000000.0,167600000.0,145500000.0,150600000.0
Net Non Operating Interest Income Expense,-54500000.0,-67800000.0,-61400000.0,-42200000.0,-42600000.0
Interest Expense Non Operating,54500000.0,67800000.0,61400000.0,42200000.0,42600000.0
Operating Income,756500000.0,811800000.0,772400000.0,631300000.0,673500000.0
Operating Expense,238500000.0,209600000.0,210200000.0,231000000.0,241500000.0
Other Operating Expenses,-10600000.0,-36800000.0,-36500000.0,-13900000.0,-22900000.0
Research And Development,20400000.0,27300000.0,24100000.0,22900000.0,22000000.0
Selling General And Administration,228700000.0,219100000.0,222600000.0,222000000.0,242400000.0
General And Administrative Expense,,,,,242400000.0
Other Gand A,,,,,242400000.0
Gross Profit,995000000.0,1021400000.0,982600000.0,862300000.0,915000000.0
Cost Of Revenue,2107500000.0,2145500000.0,2040100000.0,2053900000.0,2016500000.0
Total Revenue,3102500000.0,3166900000.0,3022700000.0,2916200000.0,2931500000.0
Operating Revenue,3102500000.0,3166900000.0,3022700000.0,2916200000.0,2931500000.0
