period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.07589,1.03732,1.1074,1.2,12,-0.1034
+1q,1.17018,1.12,1.24,1.15,12,0.0175
0y,4.44442,4.15188,4.82,4.2,18,0.0582
+1y,4.80111,4.49,5.31,4.44442,17,0.080299996
