,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-123840000.0,-7049000.0,-569310000.0,-497280000.0
Tax Rate For Calcs,0.129,0.133,0.21,0.21
Normalized EBITDA,1739000000.0,1681000000.0,1715000000.0,2258000000.0
Total Unusual Items,-960000000.0,-53000000.0,-2711000000.0,-2368000000.0
Total Unusual Items Excluding Goodwill,-960000000.0,-53000000.0,-2711000000.0,-2368000000.0
Net Income From Continuing Operation Net Minority Interest,-361000000.0,263000000.0,-2591000000.0,-1868000000.0
Reconciled Depreciation,962000000.0,1015000000.0,1142000000.0,1179000000.0
Reconciled Cost Of Revenue,6558000000.0,6955000000.0,7336000000.0,7837000000.0
EBITDA,779000000.0,1628000000.0,-996000000.0,-110000000.0
EBIT,-183000000.0,613000000.0,-2138000000.0,-1289000000.0
Net Interest Income,-229000000.0,-305000000.0,-380000000.0,-336000000.0
Interest Expense,229000000.0,305000000.0,380000000.0,336000000.0
Normalized Income,475160000.0,308951000.0,-449310000.0,2720000.0
Net Income From Continuing And Discontinued Operation,-361000000.0,263000000.0,-2591000000.0,-1868000000.0
Total Expenses,10048000000.0,10636000000.0,10901000000.0,11387000000.0
Total Operating Income As Reported,-382000000.0,766000000.0,-2110000000.0,-1326000000.0
Diluted Average Shares,256000000.0,256000000.0,255000000.0,255000000.0
Basic Average Shares,256000000.0,256000000.0,255000000.0,255000000.0
Diluted EPS,-1.46,0.95,-10.05,-7.21
Basic EPS,-1.46,0.95,-10.05,-7.21
Diluted NI Availto Com Stockholders,-361000000.0,263000000.0,-2591000000.0,-1868000000.0
Net Income Common Stockholders,-361000000.0,263000000.0,-2591000000.0,-1868000000.0
Net Income,-361000000.0,263000000.0,-2591000000.0,-1868000000.0
Minority Interests,-2000000.0,-4000000.0,-4000000.0,-4000000.0
Net Income Including Noncontrolling Interests,-359000000.0,267000000.0,-2587000000.0,-1864000000.0
Net Income Continuous Operations,-359000000.0,267000000.0,-2587000000.0,-1864000000.0
Tax Provision,-53000000.0,41000000.0,69000000.0,239000000.0
Pretax Income,-412000000.0,308000000.0,-2518000000.0,-1625000000.0
Other Income Expense,-1025000000.0,-235000000.0,-2716000000.0,-2342000000.0
Other Non Operating Income Expenses,-65000000.0,-182000000.0,-5000000.0,26000000.0
Special Income Charges,-960000000.0,-53000000.0,-2711000000.0,-2368000000.0
Gain On Sale Of Ppe,-116000000.0,-306000000.0,3000000.0,3000000.0
Gain On Sale Of Business,-109000000.0,346000000.0,-23000000.0,11000000.0
Other Special Charges,-488000000.0,,,
Impairment Of Capital Assets,1153000000.0,64000000.0,2623000000.0,2370000000.0
Restructuring And Mergern Acquisition,70000000.0,29000000.0,68000000.0,12000000.0
Net Non Operating Interest Income Expense,-229000000.0,-305000000.0,-380000000.0,-336000000.0
Interest Expense Non Operating,229000000.0,305000000.0,380000000.0,336000000.0
Operating Income,842000000.0,848000000.0,578000000.0,1053000000.0
Operating Expense,3096000000.0,3276000000.0,3103000000.0,3098000000.0
Depreciation Amortization Depletion Income Statement,568000000.0,610000000.0,680000000.0,727000000.0
Depreciation And Amortization In Income Statement,568000000.0,610000000.0,680000000.0,727000000.0
Amortization,568000000.0,610000000.0,680000000.0,727000000.0
Amortization Of Intangibles Income Statement,568000000.0,610000000.0,680000000.0,727000000.0
Research And Development,694000000.0,671000000.0,636000000.0,603000000.0
Selling General And Administration,1834000000.0,1995000000.0,1787000000.0,1768000000.0
Gross Profit,3938000000.0,4124000000.0,3681000000.0,4151000000.0
Cost Of Revenue,6952000000.0,7360000000.0,7798000000.0,8289000000.0
Total Revenue,10890000000.0,11484000000.0,11479000000.0,12440000000.0
Operating Revenue,10890000000.0,11484000000.0,11479000000.0,12440000000.0
