period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.56225,0.5,0.65,0.46,16,0.2223
+1q,1.70495,0.87,2.64,2.1,14,-0.1881
0y,6.11274,4.3,7.5,5.82,21,0.050300002
+1y,8.1176,7.56,8.97,6.69382,9,0.21270001
