period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1718593870,1633000000,1760000000,10,1763000000,-0.0252
+1q,1814145810,1732000000,1879000000,10,1884000000,-0.037100002
0y,7118010180,6878207000,7234000000,10,6905000000,0.0308
+1y,7745030850,7363883680,8043000000,10,7118010180,0.0881
