period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.03533,0.0,0.06,0.11,11,-0.6788
+1q,0.05583,0.0,0.15,0.12,11,-0.5348
0y,0.28336,0.1,0.5,0.2,12,0.4168
+1y,0.71118,0.4,0.9,0.28336,11,1.5098
