period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.36952,2.25,2.47,2.21,13,0.0722
+1q,2.86322,2.80519,2.93,2.62,13,0.0928
0y,10.64056,10.5,10.86585,9.85,17,0.080299996
+1y,11.48057,11.08918,11.8403,10.64056,17,0.0789
