period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,695653250,637501000,724869000,13,664248000,0.0473
+1q,700411570,690080000,719000000,13,698981000,0.002
0y,2837522530,2818000000,2851087000,18,2815139000,0.008
+1y,2916552580,2874628000,2970108530,16,2837522530,0.0279
