,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-12946972.011002,-4287888.447263,-6872963.923713,-7178431.066654,-5895960.0
Tax Rate For Calcs,0.143084,0.168298,0.134453,0.161658,0.21
Normalized EBITDA,725813000.0,512165000.0,502726000.0,481874000.0,364115000.0
Total Unusual Items,-90485000.0,-25478000.0,-51118000.0,-44405000.0,-28076000.0
Total Unusual Items Excluding Goodwill,-90485000.0,-25478000.0,-51118000.0,-44405000.0,-28076000.0
Net Income From Continuing Operation Net Minority Interest,370290000.0,236816000.0,225794000.0,220732000.0,173630000.0
Reconciled Depreciation,80391000.0,76882000.0,69964000.0,65048000.0,65073000.0
Reconciled Cost Of Revenue,175420000.0,189790000.0,172096000.0,153666000.0,152129000.0
EBITDA,635328000.0,486687000.0,451608000.0,437469000.0,336039000.0
EBIT,554937000.0,409804000.0,381644000.0,372421000.0,270966000.0
Net Interest Income,-120976000.0,-120681000.0,-118151000.0,-107150000.0,-100349000.0
Interest Expense,122660000.0,120721000.0,120891000.0,112496000.0,115092000.0
Interest Income,7224000.0,5517000.0,8155000.0,10780000.0,20603000.0
Normalized Income,447828027.988998,258006111.552737,270039036.076287,257958568.933346,195810040.0
Net Income From Continuing And Discontinued Operation,370290000.0,236816000.0,225794000.0,220732000.0,173630000.0
Total Expenses,330173000.0,332680000.0,313082000.0,284933000.0,284797000.0
Total Operating Income As Reported,298925000.0,374169000.0,334781000.0,334910000.0,382339000.0
Diluted Average Shares,106651000.0,107559000.0,107797000.0,108140000.0,108105000.0
Basic Average Shares,106310000.0,107257000.0,107531000.0,107744000.0,107529000.0
Diluted EPS,3.47,2.2,2.09,1.77,1.61
Basic EPS,3.48,2.21,2.1,1.78,1.61
Diluted NI Availto Com Stockholders,370290000.0,236816000.0,225794000.0,220732000.0,173630000.0
Net Income Common Stockholders,370290000.0,236816000.0,225794000.0,220732000.0,173630000.0
Net Income,370290000.0,236816000.0,225794000.0,220732000.0,173630000.0
Minority Interests,-135000.0,-3615000.0,100000.0,2826000.0,-5161000.0
Net Income Including Noncontrolling Interests,370425000.0,240431000.0,225694000.0,217906000.0,178791000.0
Net Income Continuous Operations,370425000.0,240431000.0,225694000.0,217906000.0,178791000.0
Tax Provision,61852000.0,48652000.0,35059000.0,42019000.0,-22917000.0
Pretax Income,432277000.0,289083000.0,260753000.0,259925000.0,155874000.0
Other Income Expense,163843000.0,10117000.0,-6995000.0,-12240000.0,-152680000.0
Other Non Operating Income Expenses,254328000.0,35595000.0,44123000.0,32165000.0,-124604000.0
Special Income Charges,-90485000.0,-25478000.0,-51118000.0,-44405000.0,-28076000.0
Other Special Charges,,,,,1512000.0
Write Off,3173000.0,123000.0,1298000.0,3999000.0,4903000.0
Impairment Of Capital Assets,78414000.0,20199000.0,43933000.0,33027000.0,15094000.0
Restructuring And Mergern Acquisition,8898000.0,5156000.0,5887000.0,7379000.0,6567000.0
Net Non Operating Interest Income Expense,-120976000.0,-120681000.0,-118151000.0,-107150000.0,-100349000.0
Total Other Finance Cost,5540000.0,5477000.0,5415000.0,5434000.0,5860000.0
Interest Expense Non Operating,122660000.0,120721000.0,120891000.0,112496000.0,115092000.0
Interest Income Non Operating,7224000.0,5517000.0,8155000.0,10780000.0,20603000.0
Operating Income,389410000.0,399647000.0,385899000.0,379315000.0,408903000.0
Operating Expense,154753000.0,142891000.0,140986000.0,131267000.0,132668000.0
Depreciation Amortization Depletion Income Statement,80391000.0,76883000.0,69964000.0,65048000.0,65073000.0
Depreciation And Amortization In Income Statement,80391000.0,76883000.0,69964000.0,65048000.0,65073000.0
Selling General And Administration,74362000.0,66008000.0,71022000.0,66219000.0,67595000.0
Gross Profit,544163000.0,542538000.0,526885000.0,510582000.0,541571000.0
Cost Of Revenue,175420000.0,189789000.0,172096000.0,153666000.0,152129000.0
Total Revenue,719583000.0,732327000.0,698981000.0,664248000.0,693700000.0
Operating Revenue,719583000.0,732327000.0,698981000.0,664248000.0,693700000.0
