period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.74579,1.6105,1.84,1.75,7,-0.0023999999
+1q,2.0941,1.94,2.24,2.1,7,-0.0028
0y,7.73278,7.5,7.97,7.37,8,0.049200002
+1y,8.56376,8.05,9.18534,7.73278,9,0.1075
