,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-22996735.429706,-15037875.0,-11290864.0,-12432790.0,-12131461.887624
Tax Rate For Calcs,0.265416,0.225,0.247,0.227,0.203224
Normalized EBITDA,-525243000.0,526345000.0,547498000.0,459058000.0,368216000.0
Total Unusual Items,-86644000.0,-66835000.0,-45712000.0,-54770000.0,-59695000.0
Total Unusual Items Excluding Goodwill,-86644000.0,-66835000.0,-45712000.0,-54770000.0,-59695000.0
Net Income From Continuing Operation Net Minority Interest,-609498000.0,226171000.0,254880000.0,194392000.0,133056000.0
Reconciled Depreciation,172095000.0,127475000.0,123018000.0,115435000.0,112130000.0
Reconciled Cost Of Revenue,3908191000.0,3918830000.0,3840037000.0,3692385000.0,3699957000.0
EBITDA,-611887000.0,459510000.0,501786000.0,404288000.0,308521000.0
EBIT,-783982000.0,332035000.0,378768000.0,288853000.0,196391000.0
Net Interest Income,-45737000.0,-40342000.0,-40211000.0,-37216000.0,-29398000.0
Interest Expense,45737000.0,40342000.0,40211000.0,37216000.0,29398000.0
Normalized Income,-545850735.429706,277968125.0,289301136.0,236729210.0,180619538.112376
Net Income From Continuing And Discontinued Operation,-609498000.0,226171000.0,254880000.0,194392000.0,133056000.0
Total Expenses,5961196000.0,5859104000.0,5741875000.0,5523354000.0,5521197000.0
Diluted Average Shares,138903000.0,139406000.0,139244000.0,139200000.0,139272000.0
Basic Average Shares,138903000.0,139099000.0,138990000.0,138783000.0,138858000.0
Diluted EPS,-4.39,1.62,1.83,1.4,0.96
Basic EPS,-4.39,1.63,1.83,1.4,0.96
Diluted NI Availto Com Stockholders,-609498000.0,226171000.0,254880000.0,194392000.0,133056000.0
Net Income Common Stockholders,-609498000.0,226171000.0,254880000.0,194392000.0,133056000.0
Net Income,-609498000.0,226171000.0,254880000.0,194392000.0,133056000.0
Net Income Including Noncontrolling Interests,-609498000.0,226171000.0,254880000.0,194392000.0,133056000.0
Net Income Continuous Operations,-609498000.0,226171000.0,254880000.0,194392000.0,133056000.0
Tax Provision,-220221000.0,65522000.0,83677000.0,57245000.0,33937000.0
Pretax Income,-829719000.0,291693000.0,338557000.0,251637000.0,166993000.0
Other Income Expense,-832201000.0,-69093000.0,-43782000.0,-53862000.0,-52585000.0
Other Non Operating Income Expenses,-745557000.0,-2258000.0,1930000.0,908000.0,7110000.0
Special Income Charges,-86644000.0,-66835000.0,-45712000.0,-54770000.0,-59695000.0
Restructuring And Mergern Acquisition,86644000.0,66835000.0,45712000.0,54770000.0,59695000.0
Net Non Operating Interest Income Expense,-45737000.0,-40342000.0,-40211000.0,-37216000.0,-29398000.0
Interest Expense Non Operating,45737000.0,40342000.0,40211000.0,37216000.0,29398000.0
Operating Income,48219000.0,401128000.0,422550000.0,342715000.0,248976000.0
Operating Expense,2053005000.0,1940274000.0,1901838000.0,1830969000.0,1821240000.0
Provision For Doubtful Accounts,16669000.0,6871000.0,7625000.0,5855000.0,10993000.0
Depreciation Amortization Depletion Income Statement,172095000.0,127475000.0,123018000.0,115435000.0,112130000.0
Depreciation And Amortization In Income Statement,172095000.0,127475000.0,123018000.0,115435000.0,112130000.0
Selling General And Administration,1864241000.0,1805928000.0,1771195000.0,1709679000.0,1698117000.0
Gross Profit,2101224000.0,2341402000.0,2324388000.0,2173684000.0,2070216000.0
Cost Of Revenue,3908191000.0,3918830000.0,3840037000.0,3692385000.0,3699957000.0
Total Revenue,6009415000.0,6260232000.0,6164425000.0,5866069000.0,5770173000.0
Operating Revenue,6009415000.0,6260232000.0,6164425000.0,5866069000.0,5770173000.0
