period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,6171248160,6092800000,6286000000,7,5866069000,0.051999997
+1q,6436509020,6367600000,6493000000,7,6164425000,0.044099998
0y,25330350680,25097700000,25601000000,9,24300141000,0.0424
+1y,26287484380,26109300000,26817000000,8,25330350680,0.0378
