period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,3886296040,3735400000,3989000000,16,3719000000,0.045
+1q,4200423000,4101000000,4417000000,16,3943000000,0.0653
0y,17121324820,16905381379,17342477570,20,16099000000,0.0635
+1y,18375320700,17822383780,19443000000,20,17121324820,0.0732
