,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-253000.0,-720000.0,-6860000.0,0.0
Tax Rate For Calcs,0.253,0.24,0.245,0.249
Normalized EBITDA,7163000000.0,6985000000.0,6655000000.0,5464000000.0
Total Unusual Items,-1000000.0,-3000000.0,-28000000.0,0.0
Total Unusual Items Excluding Goodwill,-1000000.0,-3000000.0,-28000000.0,0.0
Net Income From Continuing Operation Net Minority Interest,2494000000.0,2575000000.0,2424000000.0,2105000000.0
Reconciled Depreciation,3108000000.0,2903000000.0,2781000000.0,2217000000.0
Reconciled Cost Of Revenue,7285000000.0,6729000000.0,6169000000.0,4793000000.0
EBITDA,7162000000.0,6982000000.0,6627000000.0,5464000000.0
EBIT,4054000000.0,4079000000.0,3846000000.0,3247000000.0
Net Interest Income,-716000000.0,-691000000.0,-635000000.0,-445000000.0
Interest Expense,716000000.0,691000000.0,635000000.0,445000000.0
Normalized Income,2494747000.0,2577280000.0,2445140000.0,2105000000.0
Net Income From Continuing And Discontinued Operation,2494000000.0,2575000000.0,2424000000.0,2105000000.0
Total Expenses,12125000000.0,11277000000.0,10477000000.0,8410000000.0
Total Operating Income As Reported,3973000000.0,4065000000.0,3827000000.0,3232000000.0
Diluted Average Shares,64600000.0,66567000.0,68710000.0,71000000.0
Basic Average Shares,64400000.0,66345000.0,68470000.0,70700000.0
Diluted EPS,38.61,38.69,35.28,29.65
Basic EPS,38.726708,38.82,35.4,29.773692
Diluted NI Availto Com Stockholders,2494000000.0,2575000000.0,2424000000.0,2105000000.0
Net Income Common Stockholders,2494000000.0,2575000000.0,2424000000.0,2105000000.0
Net Income,2494000000.0,2575000000.0,2424000000.0,2105000000.0
Net Income Including Noncontrolling Interests,2494000000.0,2575000000.0,2424000000.0,2105000000.0
Net Income Continuous Operations,2494000000.0,2575000000.0,2424000000.0,2105000000.0
Tax Provision,844000000.0,813000000.0,787000000.0,697000000.0
Pretax Income,3338000000.0,3388000000.0,3211000000.0,2802000000.0
Other Income Expense,80000000.0,11000000.0,-9000000.0,15000000.0
Other Non Operating Income Expenses,81000000.0,14000000.0,19000000.0,15000000.0
Special Income Charges,-1000000.0,-3000000.0,-28000000.0,0.0
Restructuring And Mergern Acquisition,1000000.0,3000000.0,28000000.0,0.0
Net Non Operating Interest Income Expense,-716000000.0,-691000000.0,-635000000.0,-445000000.0
Interest Expense Non Operating,716000000.0,691000000.0,635000000.0,445000000.0
Operating Income,3974000000.0,4068000000.0,3855000000.0,3232000000.0
Operating Expense,2170000000.0,2082000000.0,1958000000.0,1764000000.0
Depreciation Amortization Depletion Income Statement,438000000.0,437000000.0,431000000.0,364000000.0
Depreciation And Amortization In Income Statement,438000000.0,437000000.0,431000000.0,364000000.0
Selling General And Administration,1732000000.0,1645000000.0,1527000000.0,1400000000.0
Gross Profit,6144000000.0,6150000000.0,5813000000.0,4996000000.0
Cost Of Revenue,9955000000.0,9195000000.0,8519000000.0,6646000000.0
Total Revenue,16099000000.0,15345000000.0,14332000000.0,11642000000.0
Operating Revenue,16099000000.0,15345000000.0,14332000000.0,11642000000.0
