period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,9.04358,7.94,10.33,8.86,19,0.0207
+1q,11.51349,10.564,12.48097,10.47,18,0.099700004
0y,46.38427,41.78,48.74,42.06,22,0.1028
+1y,52.85061,48.81,57.35,46.38427,22,0.13939999
