,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,577000000.0,-365000000.0,-230000000.0,680000000.0,365000000.0,
Repurchase Of Capital Stock,-631000000.0,-618000000.0,-431000000.0,-289000000.0,-403000000.0,
Repayment Of Debt,-3667000000.0,-1910000000.0,-2316000000.0,-2636000000.0,-1897000000.0,
Issuance Of Debt,3715000000.0,2638000000.0,2731000000.0,2098000000.0,1880000000.0,
Capital Expenditure,-679000000.0,-1546000000.0,-1558000000.0,-745000000.0,-683000000.0,
Interest Paid Supplemental Data,137000000.0,227000000.0,117000000.0,222000000.0,130000000.0,
Income Tax Paid Supplemental Data,28000000.0,34000000.0,498000000.0,42000000.0,182000000.0,
End Cash Position,459000000.0,512000000.0,548000000.0,542000000.0,457000000.0,
Beginning Cash Position,512000000.0,548000000.0,542000000.0,457000000.0,479000000.0,
Effect Of Exchange Rate Changes,6000000.0,-9000000.0,23000000.0,2000000.0,-27000000.0,
Changes In Cash,-59000000.0,-27000000.0,-17000000.0,83000000.0,5000000.0,
Financing Cash Flow,-712000000.0,-14000000.0,-134000000.0,-981000000.0,-528000000.0,
Cash Flow From Continuing Financing Activities,-712000000.0,-14000000.0,-134000000.0,-981000000.0,-528000000.0,
Net Other Financing Charges,-15000000.0,-9000000.0,-1000000.0,-36000000.0,0.0,
Cash Dividends Paid,-114000000.0,-115000000.0,-117000000.0,-118000000.0,-108000000.0,
Common Stock Dividend Paid,-114000000.0,-115000000.0,-117000000.0,-118000000.0,-108000000.0,
Net Common Stock Issuance,-631000000.0,-618000000.0,-431000000.0,-289000000.0,-403000000.0,
Common Stock Payments,-631000000.0,-618000000.0,-431000000.0,-289000000.0,-403000000.0,
Net Issuance Payments Of Debt,48000000.0,728000000.0,415000000.0,-538000000.0,-17000000.0,
Net Long Term Debt Issuance,48000000.0,728000000.0,415000000.0,-538000000.0,-17000000.0,
Long Term Debt Payments,-3667000000.0,-1910000000.0,-2316000000.0,-2636000000.0,-1897000000.0,
Long Term Debt Issuance,3715000000.0,2638000000.0,2731000000.0,2098000000.0,1880000000.0,
Investing Cash Flow,-603000000.0,-1194000000.0,-1211000000.0,-361000000.0,-515000000.0,
Cash Flow From Continuing Investing Activities,-603000000.0,-1194000000.0,-1211000000.0,-361000000.0,-515000000.0,
Net Other Investing Changes,14000000.0,13000000.0,12000000.0,11000000.0,13000000.0,
Net Investment Purchase And Sale,-1000000.0,-1000000.0,0.0,-1000000.0,-1000000.0,
Purchase Of Investment,-1000000.0,-1000000.0,0.0,-1000000.0,-1000000.0,
Net Business Purchase And Sale,-335000000.0,-6000000.0,1000000.0,-17000000.0,-313000000.0,
Purchase Of Business,-335000000.0,-6000000.0,1000000.0,-17000000.0,-313000000.0,
Net PPE Purchase And Sale,-281000000.0,-1200000000.0,-1224000000.0,-354000000.0,-214000000.0,
Sale Of PPE,398000000.0,346000000.0,334000000.0,391000000.0,469000000.0,
Purchase Of PPE,-679000000.0,-1546000000.0,-1558000000.0,-745000000.0,-683000000.0,
Operating Cash Flow,1256000000.0,1181000000.0,1328000000.0,1425000000.0,1048000000.0,
Cash Flow From Continuing Operating Activities,1256000000.0,1181000000.0,1328000000.0,1425000000.0,1048000000.0,
Change In Working Capital,-192000000.0,-482000000.0,95000000.0,300000000.0,-230000000.0,
Change In Payables And Accrued Expense,-342000000.0,-189000000.0,347000000.0,198000000.0,-288000000.0,
Change In Accrued Expense,18000000.0,2000000.0,51000000.0,-35000000.0,67000000.0,
Change In Payable,-360000000.0,-191000000.0,296000000.0,233000000.0,-355000000.0,
Change In Account Payable,-360000000.0,-191000000.0,296000000.0,233000000.0,-355000000.0,
Change In Prepaid Assets,67000000.0,-88000000.0,-181000000.0,67000000.0,17000000.0,
Change In Inventory,-5000000.0,8000000.0,-14000000.0,-27000000.0,10000000.0,
Change In Receivables,88000000.0,-213000000.0,-57000000.0,62000000.0,31000000.0,
Changes In Account Receivables,88000000.0,-213000000.0,-57000000.0,62000000.0,31000000.0,
Other Non Cash Items,-10000000.0,-10000000.0,-8000000.0,-6000000.0,-9000000.0,
Stock Based Compensation,32000000.0,32000000.0,34000000.0,36000000.0,33000000.0,
Deferred Tax,146000000.0,297000000.0,-22000000.0,-16000000.0,12000000.0,
Deferred Income Tax,146000000.0,297000000.0,-22000000.0,-16000000.0,12000000.0,
Depreciation Amortization Depletion,805000000.0,793000000.0,759000000.0,751000000.0,762000000.0,
Depreciation And Amortization,805000000.0,793000000.0,759000000.0,751000000.0,762000000.0,
Operating Gains Losses,-178000000.0,-150000000.0,-152000000.0,-158000000.0,-209000000.0,
Gain Loss On Investment Securities,,2000000.0,0.0,13000000.0,,0.0
Gain Loss On Sale Of PPE,-178000000.0,-152000000.0,-152000000.0,-171000000.0,-209000000.0,
Net Income From Continuing Operations,653000000.0,701000000.0,622000000.0,518000000.0,689000000.0,
