period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,10857947860,10423000000,11038000000,19,10364000000,0.0477
+1q,11836000000,11836000000,11836000000,1,10855000000,0.0904
0y,48026000000,47976000000,48076000000,2,44556000000,0.0779
+1y,50735950000,50658900000,50813000000,2,48026000000,0.056399997
