period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,5.25891,5.02,5.63,5.15,21,0.0211
+1q,5.73,5.73,5.73,5.36,1,0.069
0y,24.76,24.62,24.9,22.87,2,0.082600005
+1y,27.265,27.18,27.35,24.76,2,0.1012
