period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.98634,0.78,1.14787,1.04,13,-0.051599998
+1q,1.30534,1.2,1.44421,1.3,12,0.0041
0y,5.71139,5.46,5.92,5.54,16,0.0309
+1y,6.25905,5.95,6.67,5.71139,15,0.0959
