period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.34015,1.22,1.49,1.28,15,0.047
+1q,1.60677,1.47256,1.69,1.55,15,0.0366
0y,6.46213,6.13696,6.65,6.1,17,0.0594
+1y,7.28483,6.7,7.82995,6.46213,16,0.1273
