period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.50541,0.49,0.52,0.6,19,-0.1576
+1q,0.52335,0.47,0.54869,0.55,19,-0.048499998
0y,2.22632,1.95,2.78,2.42,24,-0.08
+1y,2.69945,1.88,3.2,2.22632,24,0.2125
