period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1363183060,1355600000,1385964000,45,1103434000,0.2354
+1q,1432884400,1379500000,1451800000,44,1168952000,0.2258
0y,5907403990,5865000000,5984373000,50,4812005000,0.22760001
+1y,7181700730,6912700000,7398938890,51,5907403990,0.2157
