period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.47335,0.89,1.64,1.5,8,-0.0178
+1q,0.90332,0.28,1.05,0.96,8,-0.059
0y,4.80061,4.63,4.97,4.76,15,0.0085
+1y,5.09726,4.88,5.49,4.80061,16,0.0618
