,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,3955310.416551,-56091000.0,5611162.91467,5040249.815779,-56700000.0,
Tax Rate For Calcs,0.126773,0.21,0.237761,0.230148,0.21,
Normalized EBITDA,1355708000.0,1261246000.0,1229511000.0,1831866000.0,1297673000.0,
Total Unusual Items,31200000.0,-267100000.0,23600000.0,21900000.0,-270000000.0,
Total Unusual Items Excluding Goodwill,31200000.0,-267100000.0,23600000.0,21900000.0,-270000000.0,
Net Income From Continuing Operation Net Minority Interest,421306000.0,367549000.0,352728000.0,550788000.0,72520000.0,
Reconciled Depreciation,571126000.0,503634000.0,494699000.0,835028000.0,588222000.0,
Reconciled Cost Of Revenue,600429000.0,518341000.0,467556000.0,487451000.0,575100000.0,
EBITDA,1386908000.0,994146000.0,1253111000.0,1853766000.0,1027673000.0,
EBIT,815782000.0,490512000.0,758412000.0,1018738000.0,439451000.0,
Net Interest Income,-299859000.0,-288665000.0,-262393000.0,-266849000.0,-256496000.0,
Interest Expense,331159000.0,318065000.0,293193000.0,300849000.0,288696000.0,
Interest Income,31300000.0,29400000.0,30800000.0,34000000.0,32200000.0,
Normalized Income,394061310.416551,578558000.0,334739162.91467,533928249.815779,285820000.0,
Net Income From Continuing And Discontinued Operation,421306000.0,367549000.0,352728000.0,550788000.0,72520000.0,
Total Expenses,2659732000.0,2531943000.0,2175019000.0,3191961000.0,2326649000.0,
Total Operating Income As Reported,710464000.0,688682000.0,663049000.0,926394000.0,347839000.0,
Diluted Average Shares,376179513.0,372262732.0,368917187.0,367677618.0,366883093.0,
Basic Average Shares,375513202.0,371914953.0,368661995.0,367320246.0,366481846.0,
Diluted EPS,1.12,0.99,0.96,1.5,0.2,
Basic EPS,1.12,0.99,0.96,1.5,0.2,
Diluted NI Availto Com Stockholders,421306000.0,367549000.0,352728000.0,550788000.0,72520000.0,
Net Income Common Stockholders,421306000.0,367549000.0,352728000.0,550788000.0,72520000.0,
Net Income,421306000.0,367549000.0,352728000.0,550788000.0,72520000.0,
Minority Interests,-1880000.0,-1880000.0,-1880000.0,-1880000.0,-1880000.0,
Net Income Including Noncontrolling Interests,423186000.0,369429000.0,354608000.0,552668000.0,74400000.0,
Net Income Continuous Operations,423186000.0,369429000.0,354608000.0,552668000.0,74400000.0,
Tax Provision,61437000.0,-196982000.0,110611000.0,165221000.0,76355000.0,
Pretax Income,484623000.0,172447000.0,465219000.0,717889000.0,150755000.0,
Other Income Expense,74100000.0,-227600000.0,64600000.0,58300000.0,-237600000.0,
Other Non Operating Income Expenses,38300000.0,35000000.0,36200000.0,30400000.0,28600000.0,
Special Income Charges,29800000.0,-264300000.0,25600000.0,23900000.0,-272400000.0,
Gain On Sale Of Business,0.0,-284000000.0,,,-297000000.0,-464019000.0
Other Special Charges,-29800000.0,-19700000.0,-25600000.0,-23900000.0,-24600000.0,
Earnings From Equity Interest,4600000.0,4500000.0,4800000.0,6000000.0,3800000.0,
Gain On Sale Of Security,1400000.0,-2800000.0,-2000000.0,-2000000.0,2400000.0,
Net Non Operating Interest Income Expense,-299859000.0,-288665000.0,-262393000.0,-266849000.0,-256496000.0,
Interest Expense Non Operating,331159000.0,318065000.0,293193000.0,300849000.0,288696000.0,
Interest Income Non Operating,31300000.0,29400000.0,30800000.0,34000000.0,32200000.0,
Operating Income,710512000.0,688657000.0,663081000.0,926439000.0,644860000.0,
Operating Expense,2059303000.0,2013602000.0,1707462000.0,2704510000.0,1751549000.0,
Other Operating Expenses,1213238000.0,1222358000.0,954037000.0,1597887000.0,905840000.0,
Other Taxes,274939000.0,287610000.0,258727000.0,271595000.0,257487000.0,
Depreciation Amortization Depletion Income Statement,571126000.0,503634000.0,494698000.0,835028000.0,588222000.0,
Depreciation And Amortization In Income Statement,571126000.0,503634000.0,494698000.0,835028000.0,588222000.0,
Amortization,163111000.0,108246000.0,109103000.0,455449000.0,215369000.0,
Amortization Of Intangibles Income Statement,163111000.0,108246000.0,109103000.0,455449000.0,215369000.0,
Depreciation Income Statement,408015000.0,395388000.0,385595000.0,379579000.0,372853000.0,
Gross Profit,2769815000.0,2702259000.0,2370543000.0,3630949000.0,2396409000.0,
Cost Of Revenue,600429000.0,518341000.0,467557000.0,487451000.0,575100000.0,
Total Revenue,3370244000.0,3220600000.0,2838100000.0,4118400000.0,2971509000.0,
Operating Revenue,3387044000.0,3215000000.0,2834200000.0,4081400000.0,2988809000.0,
