,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0313,11779751,819693962,0.0091
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0252,9463782,658537261,0.0335
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0217,8165933,568226440,-0.0052
3,2026-02-28,SELECT SECTOR SPDR TRUST-State Street Utilities Select Sector SPDR ETF,0.0167,6290855,437749139,0.0176
4,2026-01-31,iShares Trust-iShares Select Dividend ETF,0.0134000005,5030299,350033351,-0.0146
5,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128,4828025,335958115,-0.0094
6,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0127,4774766,332252087,0.0017
7,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0117,4395285,305845902,-0.0186
8,2026-02-28,SPDR SERIES TRUST-State Street SPDR S&P Dividend ETF,0.0093,3508286,244124078,0.0002
9,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Value Index Fund,0.0092,3452729,240258144,0.0366
