period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.67938,1.65,1.693,1.45,11,0.1582
+1q,1.99215,1.96,2.05,1.84,11,0.08270001
0y,8.01804,7.9,8.14,7.29,15,0.0999
+1y,8.84779,8.31,9.21,8.01804,15,0.1035
