period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.59611,0.57,0.61,0.54,16,0.1039
+1q,0.63823,0.61771,0.65,0.6,16,0.0637
0y,2.59831,2.52542,2.65,2.33,18,0.115200005
+1y,2.85282,2.74,2.95,2.59831,18,0.098000005
