,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Blackrock Inc.,0.1075,134259711,29784173796,0.0805
1,2025-12-31,Vanguard Group Inc,0.105100006,131185330,29102153126,0.0016
2,2025-12-31,State Street Corporation,0.0478,59686084,13240760655,-0.0022
3,2025-12-31,"Geode Capital Management, LLC",0.027,33747368,7486515993,0.0038
4,2025-12-31,"FMR, LLC",0.0214,26681564,5919038060,0.1426
5,2025-12-31,JPMORGAN CHASE & CO,0.0188,23508596,5215146850,-0.6075
6,2025-12-31,"Ameriprise Financial, Inc.",0.0186,23250342,5157855784,-0.081599995
7,2025-12-31,Invesco Ltd.,0.0183,22821354,5062689087,0.0773
8,2025-12-31,NORGES BANK,0.0171,21295871,4724275944,0.0941
9,2025-12-31,Morgan Stanley,0.0159,19886007,4411511720,0.0011999999
