period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,5748347520,5700000000,6075000000,25,4720175000,0.2178
+1q,6019198580,5803600000,6733000000,23,5171393000,0.16389999
0y,22442809290,22162000000,23477000000,32,18435591000,0.2174
+1y,27761863660,20690000000,36449000000,33,22442809290,0.237
