Date,Dividends,Stock Splits
1993-09-16 00:00:00-04:00,0.0,1.5
2000-03-17 00:00:00-05:00,0.0,3.0
2014-06-09 00:00:00-04:00,0.018,0.0
2014-09-08 00:00:00-04:00,0.018,0.0
2014-12-08 00:00:00-05:00,0.018,0.0
2015-03-09 00:00:00-04:00,0.018,0.0
2015-06-08 00:00:00-04:00,0.03,0.0
2015-09-04 00:00:00-04:00,0.03,0.0
2015-12-07 00:00:00-05:00,0.03,0.0
2016-03-07 00:00:00-05:00,0.03,0.0
2016-06-06 00:00:00-04:00,0.03,0.0
2016-09-12 00:00:00-04:00,0.03,0.0
2016-12-12 00:00:00-05:00,0.045,0.0
2017-03-06 00:00:00-05:00,0.045,0.0
2017-06-05 00:00:00-04:00,0.045,0.0
2017-09-12 00:00:00-04:00,0.045,0.0
2017-12-05 00:00:00-05:00,0.05,0.0
2018-03-06 00:00:00-05:00,0.05,0.0
2018-06-05 00:00:00-04:00,0.11,0.0
2018-09-11 00:00:00-04:00,0.11,0.0
2018-12-04 00:00:00-05:00,0.11,0.0
2019-03-19 00:00:00-04:00,0.11,0.0
2019-06-11 00:00:00-04:00,0.11,0.0
2019-09-30 00:00:00-04:00,0.115,0.0
2019-12-10 00:00:00-05:00,0.115,0.0
2020-03-24 00:00:00-04:00,0.115,0.0
2020-06-16 00:00:00-04:00,0.115,0.0
2020-09-29 00:00:00-04:00,0.13,0.0
2020-12-08 00:00:00-05:00,0.13,0.0
2021-03-16 00:00:00-04:00,0.13,0.0
2021-06-15 00:00:00-04:00,0.13,0.0
2021-09-27 00:00:00-04:00,0.15,0.0
2021-12-14 00:00:00-05:00,0.15,0.0
2022-03-15 00:00:00-04:00,0.15,0.0
2022-06-14 00:00:00-04:00,0.15,0.0
2022-09-13 00:00:00-04:00,0.1725,0.0
2022-12-13 00:00:00-05:00,0.1725,0.0
2023-03-14 00:00:00-04:00,0.1725,0.0
2023-06-13 00:00:00-04:00,0.1725,0.0
2023-09-12 00:00:00-04:00,0.2,0.0
2023-12-12 00:00:00-05:00,0.2,0.0
2024-03-12 00:00:00-04:00,0.2,0.0
2024-06-18 00:00:00-04:00,0.2,0.0
2024-09-17 00:00:00-04:00,0.23,0.0
2024-10-03 00:00:00-04:00,0.0,10.0
2024-12-11 00:00:00-05:00,0.23,0.0
2025-03-05 00:00:00-05:00,0.23,0.0
2025-06-18 00:00:00-04:00,0.23,0.0
2025-09-24 00:00:00-04:00,0.26,0.0
2025-12-03 00:00:00-05:00,0.26,0.0
2026-03-04 00:00:00-05:00,0.26,0.0
