period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,4.9003,4.66,5.1,4.28,31,0.1449
+1q,6.48089,6.25,7.09874,5.87,30,0.1041
0y,20.45654,19.99,21.27722,18.21,30,0.1234
+1y,22.48631,21.64,24.59621,20.45654,33,0.0992
