period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,8605769700,8500000000,8970000000,8,7828000000,0.0994
+1q,9009990050,8792250000,9559000000,8,8252000000,0.0919
0y,34202609750,33945239999,35116000000,8,29802000000,0.14770001
+1y,37360987630,35711720500,40181000000,8,34202609750,0.0923
