period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,3.09658,3.03,3.25,2.55,9,0.2143
+1q,3.70556,3.645,3.81,3.29,8,0.1263
0y,12.35264,12.25,12.71,9.75,10,0.2669
+1y,14.56567,13.83844,15.96,12.35264,10,0.1792
