,2026-01-31,2025-01-31,2024-01-31,2023-01-31
Free Cash Flow,8552000000.0,1869000000.0,5920000000.0,562000000.0
Repurchase Of Capital Stock,-6404000000.0,-3165000000.0,-2452000000.0,-3281000000.0
Repayment Of Debt,-8522000000.0,-10570000000.0,-11246000000.0,-9825000000.0
Issuance Of Debt,15004000000.0,9258000000.0,7775000000.0,12479000000.0
Issuance Of Capital Stock,5000000.0,1000000.0,10000000.0,5000000.0
Capital Expenditure,-2633000000.0,-2652000000.0,-2756000000.0,-3003000000.0
Interest Paid Supplemental Data,1354000000.0,1304000000.0,1438000000.0,1169000000.0
Income Tax Paid Supplemental Data,1261000000.0,555000000.0,1379000000.0,1208000000.0
End Cash Position,11706000000.0,3819000000.0,7507000000.0,8894000000.0
Beginning Cash Position,3819000000.0,7507000000.0,8894000000.0,10082000000.0
Effect Of Exchange Rate Changes,221000000.0,-179000000.0,-186000000.0,-104000000.0
Changes In Cash,7666000000.0,-3509000000.0,-1201000000.0,-1084000000.0
Financing Cash Flow,-1464000000.0,-5815000000.0,-7094000000.0,-1625000000.0
Cash Flow From Continuing Financing Activities,-1464000000.0,-5815000000.0,-7094000000.0,-1625000000.0
Net Other Financing Charges,-88000000.0,-64000000.0,-109000000.0,-39000000.0
Cash Dividends Paid,-1459000000.0,-1275000000.0,-1072000000.0,-964000000.0
Common Stock Dividend Paid,-1459000000.0,-1275000000.0,-1072000000.0,-964000000.0
Net Common Stock Issuance,-6399000000.0,-3164000000.0,-2442000000.0,-3276000000.0
Common Stock Payments,-6404000000.0,-3165000000.0,-2452000000.0,-3281000000.0
Common Stock Issuance,5000000.0,1000000.0,10000000.0,5000000.0
Net Issuance Payments Of Debt,6482000000.0,-1312000000.0,-3471000000.0,2654000000.0
Net Long Term Debt Issuance,6482000000.0,-1312000000.0,-3471000000.0,2654000000.0
Long Term Debt Payments,-8522000000.0,-10570000000.0,-11246000000.0,-9825000000.0
Long Term Debt Issuance,15004000000.0,9258000000.0,7775000000.0,12479000000.0
Investing Cash Flow,-2055000000.0,-2215000000.0,-2783000000.0,-3024000000.0
Cash Flow From Continuing Investing Activities,-2055000000.0,-2215000000.0,-2783000000.0,-3024000000.0
Net Other Investing Changes,80000000.0,180000000.0,45000000.0,41000000.0
Net Investment Purchase And Sale,49000000.0,257000000.0,54000000.0,8000000.0
Sale Of Investment,246000000.0,382000000.0,226000000.0,116000000.0
Purchase Of Investment,-197000000.0,-125000000.0,-172000000.0,-108000000.0
Net Business Purchase And Sale,449000000.0,0.0,-126000000.0,-70000000.0
Sale Of Business,533000000.0,0.0,0.0,0.0
Purchase Of Business,-84000000.0,0.0,-126000000.0,-70000000.0
Capital Expenditure Reported,-2633000000.0,-2652000000.0,-2756000000.0,-3003000000.0
Operating Cash Flow,11185000000.0,4521000000.0,8676000000.0,3565000000.0
Cash Flow From Continuing Operating Activities,11185000000.0,4521000000.0,8676000000.0,3565000000.0
Change In Working Capital,843000000.0,-4208000000.0,605000000.0,-3188000000.0
Change In Other Working Capital,1927000000.0,-150000000.0,-3158000000.0,4831000000.0
Change In Payables And Accrued Expense,12665000000.0,1703000000.0,-498000000.0,-8546000000.0
Change In Payable,12665000000.0,1703000000.0,-498000000.0,-8546000000.0
Change In Account Payable,12665000000.0,1703000000.0,-498000000.0,-8546000000.0
Change In Inventory,-3987000000.0,-3515000000.0,975000000.0,875000000.0
Change In Receivables,-9762000000.0,-2246000000.0,3286000000.0,-348000000.0
Changes In Account Receivables,-7022000000.0,-1295000000.0,2977000000.0,113000000.0
Other Non Cash Items,714000000.0,453000000.0,609000000.0,961000000.0
Stock Based Compensation,723000000.0,785000000.0,878000000.0,931000000.0
Deferred Tax,-60000000.0,-208000000.0,-91000000.0,-717000000.0
Deferred Income Tax,-60000000.0,-208000000.0,-91000000.0,-717000000.0
Depreciation Amortization Depletion,3029000000.0,3123000000.0,3303000000.0,3156000000.0
Depreciation And Amortization,3029000000.0,3123000000.0,3303000000.0,3156000000.0
Net Income From Continuing Operations,5936000000.0,4576000000.0,3372000000.0,2422000000.0
