period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.9308,2.85,3.05,1.55,21,0.8908
+1q,2.96429,2.32,3.53,2.32,20,0.2777
0y,12.82308,10.97,14.32,10.3,25,0.245
+1y,14.53648,11.79,15.99,12.82308,22,0.1336
