period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,35497125220,35165000000,37381927200,19,23378000000,0.5184
+1q,35008615990,32880000000,37291000000,18,29776000000,0.1757
0y,141653783880,138295367920,152413000000,20,113538000000,0.2476
+1y,151243121700,133160380000,181497616870,21,141653783880,0.0677
