period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,3644221080,3598600000,3698569000,24,3466952000,0.0511
+1q,4684288360,4650000000,4734043000,24,4439729000,0.0551
0y,16329532260,16200000000,16679630000,27,15524046000,0.0519
+1y,17319385070,16930000000,17462000000,25,16329532260,0.060599998
