period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.34598,0.33574,0.37,0.34,22,0.0176
+1q,0.86744,0.84,0.88,0.81,22,0.0709
0y,2.18719,2.15,2.27,2.06,23,0.0617
+1y,2.40771,2.32,2.52,2.18719,21,0.1008
