,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1046,83947987,7047433252,0.0124
1,2025-12-31,Blackrock Inc.,0.087799996,70471908,5916116461,0.0195
2,2025-12-31,State Street Corporation,0.060399998,48474785,4069458052,-0.0043
3,2025-12-31,Price (T.Rowe) Associates Inc,0.038900003,31187277,2618171808,-0.0357
4,2025-12-31,"Geode Capital Management, LLC",0.0276,22103901,1855622421,0.0139999995
5,2025-12-31,Morgan Stanley,0.024,19246217,1615719858,0.0171
6,2025-12-31,NORGES BANK,0.0136,10904453,915428796,0.0321
7,2025-12-31,Deutsche Bank AG,0.0135,10845857,910509662,0.3392
8,2025-12-31,Northern Trust Corporation,0.0108,8696533,730073918,-0.0332
9,2025-12-31,Invesco Ltd.,0.0107,8598021,721803836,0.0154
