Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2026-05-15,2026-04-20,"[datetime.date(2026, 5, 1)]",0.97,0.91759,0.94525,5262280000,5119000000,5205480250
