,2025-10-31,2024-10-31,2023-10-31,2022-10-31,2021-10-31
Tax Effect Of Unusual Items,11469234.457408,17059526.395829,-13231430.985483,61571162.484935,
Tax Rate For Calcs,0.201215,0.22746,0.220524,0.219897,
Normalized EBITDA,11599000000.0,14597000000.0,17536000000.0,11804000000.0,
Total Unusual Items,57000000.0,75000000.0,-60000000.0,280000000.0,
Total Unusual Items Excluding Goodwill,57000000.0,75000000.0,-60000000.0,280000000.0,
Net Income From Continuing Operation Net Minority Interest,5027000000.0,7100000000.0,10166000000.0,7131000000.0,
Reconciled Depreciation,2229000000.0,2118000000.0,2004000000.0,1895000000.0,
Reconciled Cost Of Revenue,27066000000.0,29779000000.0,36791000000.0,34484000000.0,
EBITDA,11656000000.0,14672000000.0,17476000000.0,12084000000.0,
EBIT,9427000000.0,12554000000.0,15472000000.0,10189000000.0,
Net Interest Income,-3170000000.0,-3348000000.0,-2453000000.0,-1062000000.0,
Interest Expense,3170000000.0,3348000000.0,2453000000.0,1062000000.0,
Normalized Income,4981469234.457408,7042059526.395829,10212768569.014517,6912571162.484935,
Net Income From Continuing And Discontinued Operation,5027000000.0,7100000000.0,10166000000.0,7131000000.0,
Total Expenses,36249000000.0,39091000000.0,45657000000.0,42256000000.0,
Diluted Average Shares,271700000.0,277100000.0,293600000.0,306300000.0,
Basic Average Shares,270900000.0,276000000.0,292200000.0,304500000.0,
Diluted EPS,18.5,25.62,34.63,23.28,
Basic EPS,18.55,25.73,34.8,23.42,
Diluted NI Availto Com Stockholders,5027000000.0,7100000000.0,10166000000.0,7131000000.0,
Net Income Common Stockholders,5027000000.0,7100000000.0,10166000000.0,7131000000.0,
Net Income,5027000000.0,7100000000.0,10166000000.0,7131000000.0,
Minority Interests,29000000.0,12000000.0,11000000.0,1000000.0,
Net Income Including Noncontrolling Interests,4998000000.0,7088000000.0,10155000000.0,7130000000.0,
Net Income Continuous Operations,4998000000.0,7088000000.0,10155000000.0,7130000000.0,
Earnings From Equity Interest Net Of Tax,,-24000000.0,7000000.0,10000000.0,21000000.0
Tax Provision,1259000000.0,2094000000.0,2871000000.0,2007000000.0,
Pretax Income,6257000000.0,9206000000.0,13019000000.0,9127000000.0,
Other Income Expense,1011000000.0,1127000000.0,881000000.0,1163000000.0,
Other Non Operating Income Expenses,954000000.0,1052000000.0,941000000.0,883000000.0,
Special Income Charges,9000000.0,19000000.0,33000000.0,72000000.0,
Gain On Sale Of Ppe,,19000000.0,33000000.0,72000000.0,65000000.0
Other Special Charges,-9000000.0,-19000000.0,-33000000.0,-72000000.0,
Gain On Sale Of Security,48000000.0,56000000.0,-93000000.0,208000000.0,
Net Non Operating Interest Income Expense,-3170000000.0,-3348000000.0,-2453000000.0,-1062000000.0,
Interest Expense Non Operating,3170000000.0,3348000000.0,2453000000.0,1062000000.0,
Operating Income,8416000000.0,11427000000.0,14591000000.0,9026000000.0,
Operating Expense,7879000000.0,8068000000.0,7715000000.0,6704000000.0,
Other Operating Expenses,402000000.0,397000000.0,376000000.0,320000000.0,
Depreciation Amortization Depletion Income Statement,925000000.0,874000000.0,853000000.0,827000000.0,
Depreciation And Amortization In Income Statement,925000000.0,874000000.0,853000000.0,827000000.0,
Depreciation Income Statement,925000000.0,874000000.0,853000000.0,827000000.0,
Research And Development,2311000000.0,2290000000.0,2177000000.0,1912000000.0,
Selling General And Administration,4241000000.0,4507000000.0,4309000000.0,3645000000.0,
General And Administrative Expense,4241000000.0,4507000000.0,4309000000.0,3645000000.0,
Other Gand A,4663000000.0,4840000000.0,4595000000.0,3863000000.0,
Insurance And Claims,,,309000000.0,267000000.0,235000000.0
Salaries And Wages,-422000000.0,-333000000.0,-286000000.0,-218000000.0,
Gross Profit,16295000000.0,19495000000.0,22306000000.0,15730000000.0,
Cost Of Revenue,28370000000.0,31023000000.0,37942000000.0,35552000000.0,
Total Revenue,44665000000.0,50518000000.0,60248000000.0,51282000000.0,
Operating Revenue,44665000000.0,50518000000.0,60248000000.0,51282000000.0,
