,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.020399999,5627964,356250116,-0.0336
1,2025-12-31,HARRIS ASSOCIATES INVESTMENT TRUST-Oakmark Fund,0.0197,5428800,343643035,0.089700006
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0166,4573118,289478365,0.0092
3,2025-11-30,Columbia Fd.s Series TRT II-Columbia Seligman Technology and Informati,0.015800001,4345748,275085845,0.0419
4,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0143,3927539,248613215,-0.0436
5,2026-01-31,VANGUARD WINDSOR FUNDS-Vanguard Windsor II Fund,0.014099999,3870700,245015307,1.0
6,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0111,3046970,192873198,-0.0093
7,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0109,3012883,190715491,0.0017
8,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0101,2788841,176533633,-0.0185
9,2026-01-31,VANGUARD WINDSOR FUNDS-Vanguard Windsor Fund,0.0094,2576323,163081243,0.0
