,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,56551600.0,43155172.0,-32681816.0,-216755490.0
Tax Rate For Calcs,0.2,0.158,0.239,0.21
Normalized EBITDA,3042381000.0,3722389000.0,3340016000.0,3368379000.0
Total Unusual Items,282758000.0,273134000.0,-136744000.0,-1032169000.0
Total Unusual Items Excluding Goodwill,282758000.0,273134000.0,-136744000.0,-1032169000.0
Net Income From Continuing Operation Net Minority Interest,1072736000.0,1285195000.0,620007000.0,111493000.0
Reconciled Depreciation,1415377000.0,1862331000.0,1776692000.0,1662455000.0
Reconciled Cost Of Revenue,2113381000.0,2033471000.0,2068295000.0,3778617000.0
EBITDA,3325139000.0,3995523000.0,3203272000.0,2336210000.0
EBIT,1909762000.0,2133192000.0,1426580000.0,673755000.0
Net Interest Income,-494505000.0,-444184000.0,-533952000.0,-415829000.0
Interest Expense,649643000.0,602876000.0,644918000.0,449433000.0
Interest Income,155138000.0,158692000.0,110966000.0,33604000.0
Normalized Income,846529600.0,1055216172.0,724069184.0,926906510.0
Net Income From Continuing And Discontinued Operation,1400107000.0,1570365000.0,986233000.0,111493000.0
Total Expenses,6234012000.0,6034604000.0,5927426000.0,7303195000.0
Total Operating Income As Reported,1754624000.0,1974500000.0,1315614000.0,640151000.0
Diluted Average Shares,242008000.0,254845000.0,261698000.0,275576000.0
Basic Average Shares,241634000.0,254291000.0,261126000.0,275191000.0
Diluted EPS,5.78,6.16,3.77,0.4
Basic EPS,5.79,6.18,3.78,0.41
Diluted NI Availto Com Stockholders,1400107000.0,1570365000.0,986233000.0,111493000.0
Net Income Common Stockholders,1400107000.0,1570365000.0,986233000.0,111493000.0
Net Income,1400107000.0,1570365000.0,986233000.0,111493000.0
Minority Interests,-55940000.0,-73788000.0,-42590000.0,-31820000.0
Net Income Including Noncontrolling Interests,1456047000.0,1644153000.0,1028823000.0,143313000.0
Net Income Discontinuous Operations,327371000.0,285170000.0,366226000.0,
Net Income Continuous Operations,1128676000.0,1358983000.0,662597000.0,143313000.0
Earnings From Equity Interest Net Of Tax,120114000.0,70180000.0,67452000.0,85685000.0
Tax Provision,251557000.0,241513000.0,186517000.0,166694000.0
Pretax Income,1260119000.0,1530316000.0,781662000.0,224322000.0
Other Income Expense,282758000.0,273134000.0,-136744000.0,-1032169000.0
Special Income Charges,282758000.0,273134000.0,-136744000.0,-1032169000.0
Gain On Sale Of Business,315976000.0,273134000.0,-136744000.0,-199094000.0
Impairment Of Capital Assets,33218000.0,0.0,0.0,833075000.0
Net Non Operating Interest Income Expense,-494505000.0,-444184000.0,-533952000.0,-415829000.0
Interest Expense Non Operating,649643000.0,602876000.0,644918000.0,449433000.0
Interest Income Non Operating,155138000.0,158692000.0,110966000.0,33604000.0
Operating Income,1471866000.0,1701366000.0,1452358000.0,1672320000.0
Operating Expense,4120631000.0,4001133000.0,3859131000.0,3524578000.0
Selling General And Administration,4120631000.0,4001133000.0,3859131000.0,3524578000.0
Gross Profit,5592497000.0,5702499000.0,5311489000.0,5196898000.0
Cost Of Revenue,2113381000.0,2033471000.0,2068295000.0,3778617000.0
Total Revenue,7705878000.0,7735970000.0,7379784000.0,8975515000.0
Operating Revenue,7705878000.0,7735970000.0,7379784000.0,8975515000.0
