period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.92653,0.92,0.97,0.91,17,0.0182
+1q,0.9755,0.92,1.01,0.94,17,0.0378
0y,3.75258,3.61,3.85,3.53,21,0.0631
+1y,4.01268,3.85,4.17,3.75258,20,0.069299996
