,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1034,128133282,3187943240,0.0029
1,2025-12-31,Blackrock Inc.,0.067600004,83703643,2082538265,0.0572
2,2025-12-31,State Street Corporation,0.0388,48074173,1196080615,0.0149
3,2025-12-31,Causeway Capital Management LLC,0.0274,33944782,844542780,0.0637
4,2025-12-31,"Geode Capital Management, LLC",0.0238,29450412,732723304,0.0238
5,2025-12-31,"Barrow, Hanley Mewhinney & Strauss, LLC",0.0235,29125985,724651593,-0.1934
6,2025-12-31,"Nuveen, LLC",0.0216,26729524,665027883,0.0138
7,2025-12-31,JPMORGAN CHASE & CO,0.0162,20031052,498370570,-0.5632
8,2025-12-31,"FMR, LLC",0.015800001,19616279,488051059,-0.0912
9,2025-12-31,Morgan Stanley,0.0125,15449058,384371017,0.083100006
