period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,5872431640,5810000000,5942574000,11,5999000000,-0.0211
+1q,6153730860,6104000000,6224000000,11,6352000000,-0.0312
0y,24459967020,24155000000,25097311680,17,24942000000,-0.019299999
+1y,24615651640,24211000000,25397691900,16,24459967020,0.0064
