Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2026-04-02,2026-03-02,"[datetime.date(2026, 4, 24)]",3.62255,3.15,3.35776,7414946700,7284000000,7344276230
