period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,7344276230,7284000000,7414946700,3,6810000000,0.0785
+1q,7390668320,7335000000,7430350960,3,6987000000,0.057800002
0y,29797213980,29455000000,30110000000,6,28368000000,0.0504
+1y,31027964590,30399000000,31750000000,6,29797213980,0.041300002
