,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,-380000.0,-1140000.0,-2545977.011494
Tax Rate For Calcs,0.19,0.19,0.19,0.195844
Total Unusual Items,0.0,-2000000.0,-6000000.0,-13000000.0
Total Unusual Items Excluding Goodwill,0.0,-2000000.0,-6000000.0,-13000000.0
Net Income From Continuing Operation Net Minority Interest,3836000000.0,3111000000.0,2504000000.0,1819000000.0
Reconciled Depreciation,396000000.0,356000000.0,510000000.0,625000000.0
EBIT,4959000000.0,4048000000.0,3287000000.0,2475000000.0
Net Interest Income,-199000000.0,-199000000.0,-199000000.0,-213000000.0
Interest Expense,199000000.0,199000000.0,199000000.0,213000000.0
Normalized Income,3836000000.0,3112620000.0,2508860000.0,1829454022.988506
Net Income From Continuing And Discontinued Operation,3836000000.0,3111000000.0,2504000000.0,1819000000.0
Total Expenses,23311000000.0,22535000000.0,21242000000.0,19592000000.0
Diluted Average Shares,286500000.0,298600000.0,311500000.0,329779412.0
Basic Average Shares,282400000.0,293900000.0,307100000.0,315111248.0
Diluted EPS,13.32,10.35,7.97,5.44
Basic EPS,13.51,10.51,8.09,5.693227
Diluted NI Availto Com Stockholders,3815000000.0,3090000000.0,2483000000.0,1798000000.0
Net Income Common Stockholders,3815000000.0,3090000000.0,2483000000.0,1798000000.0
Preferred Stock Dividends,21000000.0,21000000.0,21000000.0,21000000.0
Net Income,3836000000.0,3111000000.0,2504000000.0,1819000000.0
Net Income Including Noncontrolling Interests,3836000000.0,3111000000.0,2504000000.0,1819000000.0
Net Income Continuous Operations,3836000000.0,3111000000.0,2504000000.0,1819000000.0
Tax Provision,924000000.0,738000000.0,584000000.0,443000000.0
Pretax Income,4760000000.0,3849000000.0,3088000000.0,2262000000.0
Other Income Expense,110000000.0,88000000.0,84000000.0,73000000.0
Special Income Charges,0.0,-2000000.0,-6000000.0,-13000000.0
Restructuring And Mergern Acquisition,0.0,2000000.0,6000000.0,13000000.0
Net Non Operating Interest Income Expense,-199000000.0,-199000000.0,-199000000.0,-213000000.0
Interest Expense Non Operating,199000000.0,199000000.0,199000000.0,213000000.0
Other Operating Expenses,6000000.0,-3000000.0,15000000.0,7000000.0
Depreciation And Amortization In Income Statement,71000000.0,71000000.0,71000000.0,71000000.0
Amortization,71000000.0,71000000.0,71000000.0,71000000.0
Total Revenue,28071000000.0,26384000000.0,24330000000.0,21854000000.0
Operating Revenue,28071000000.0,26384000000.0,24330000000.0,21854000000.0
Loss Adjustment Expense,20822000000.0,20132000000.0,19119000000.0,17979000000.0
Net Policyholder Benefits And Claims,20822000000.0,20132000000.0,19119000000.0,17979000000.0
