period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.81244,0.79,0.83025,0.73,16,0.1129
+1q,0.94103,0.90365,0.96,0.87,16,0.081599995
0y,3.22744,3.2,3.25267,3.0,23,0.0758
+1y,3.45438,3.37608,3.5,3.22744,23,0.070300005
