,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,728600000.0,521500000.0,845400000.0,670800000.0,
Repurchase Of Capital Stock,-176600000.0,-25700000.0,-57200000.0,-538000000.0,
Repayment Of Debt,-2200000.0,-401900000.0,-1900000.0,-1700000.0,
Issuance Of Debt,1494100000.0,0.0,397100000.0,0.0,
Capital Expenditure,-828900000.0,-669700000.0,-469700000.0,-824200000.0,
End Cash Position,529000000.0,685000000.0,648000000.0,320000000.0,
Beginning Cash Position,685000000.0,648000000.0,320000000.0,618700000.0,
Changes In Cash,-156000000.0,37000000.0,328000000.0,-298700000.0,
Financing Cash Flow,859400000.0,-876400000.0,-112000000.0,-960000000.0,
Cash Flow From Continuing Financing Activities,859400000.0,-876400000.0,-112000000.0,-960000000.0,
Net Other Financing Charges,,,,,-2400000.0
Interest Paid Cff,-6300000.0,0.0,-1100000.0,0.0,
Cash Dividends Paid,-449600000.0,-448800000.0,-448900000.0,-420300000.0,
Common Stock Dividend Paid,-449600000.0,-448800000.0,-448900000.0,-420300000.0,
Net Common Stock Issuance,-176600000.0,-25700000.0,-57200000.0,-538000000.0,
Common Stock Payments,-176600000.0,-25700000.0,-57200000.0,-538000000.0,
Net Issuance Payments Of Debt,1491900000.0,-401900000.0,395200000.0,-1700000.0,
Net Long Term Debt Issuance,1491900000.0,-401900000.0,395200000.0,-1700000.0,
Long Term Debt Payments,-2200000.0,-401900000.0,-1900000.0,-1700000.0,
Long Term Debt Issuance,1494100000.0,0.0,397100000.0,0.0,
Investing Cash Flow,-2572900000.0,-277800000.0,-875100000.0,-833700000.0,
Cash Flow From Continuing Investing Activities,-2572900000.0,-277800000.0,-875100000.0,-833700000.0,
Net Other Investing Changes,31000000.0,-600000.0,-1000000.0,-2100000.0,
Net Investment Purchase And Sale,29300000.0,392500000.0,-404400000.0,-7400000.0,
Sale Of Investment,142800000.0,506800000.0,102800000.0,118700000.0,
Purchase Of Investment,-113500000.0,-114300000.0,-507200000.0,-126100000.0,
Net Business Purchase And Sale,-1804300000.0,0.0,0.0,0.0,
Purchase Of Business,-1804300000.0,0.0,0.0,0.0,
Net PPE Purchase And Sale,-828900000.0,-669700000.0,-469700000.0,-824200000.0,
Purchase Of PPE,-828900000.0,-669700000.0,-469700000.0,-824200000.0,
Operating Cash Flow,1557500000.0,1191200000.0,1315100000.0,1495000000.0,
Cash Flow From Continuing Operating Activities,1557500000.0,1191200000.0,1315100000.0,1495000000.0,
Change In Working Capital,-54700000.0,-210600000.0,-6800000.0,-85100000.0,
Change In Other Working Capital,-18000000.0,-5900000.0,31400000.0,-28400000.0,
Change In Payables And Accrued Expense,-113700000.0,122500000.0,3200000.0,-9800000.0,
Change In Accrued Expense,-71200000.0,104200000.0,-8200000.0,8300000.0,
Change In Payable,-42500000.0,18300000.0,11400000.0,-18100000.0,
Change In Account Payable,-42500000.0,18300000.0,11400000.0,-18100000.0,
Change In Prepaid Assets,82900000.0,-104700000.0,-4200000.0,-11000000.0,
Change In Inventory,4400000.0,-111800000.0,-35800000.0,-75200000.0,
Change In Receivables,-10300000.0,-110700000.0,-1400000.0,39300000.0,
Changes In Account Receivables,-10300000.0,-110700000.0,-1400000.0,39300000.0,
Other Non Cash Items,5400000.0,26500000.0,15500000.0,4100000.0,
Stock Based Compensation,45200000.0,48800000.0,40000000.0,35600000.0,
Asset Impairment Charge,,,,0.0,0.0
Deferred Tax,97300000.0,-4200000.0,5200000.0,86000000.0,
Deferred Income Tax,97300000.0,-4200000.0,5200000.0,86000000.0,
Depreciation Amortization Depletion,652800000.0,525600000.0,517700000.0,456800000.0,
Depreciation And Amortization,652800000.0,525600000.0,517700000.0,456800000.0,
Depreciation,652800000.0,525600000.0,517700000.0,456800000.0,
Operating Gains Losses,37400000.0,,-21700000.0,-32200000.0,11700000.0
Pension And Employee Benefit Expense,8000000.0,-19500000.0,-30800000.0,-47400000.0,
Net Income From Continuing Operations,774100000.0,805100000.0,765200000.0,1029800000.0,
