period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.15986,2.13,2.2,2.31,8,-0.065
+1q,2.72426,2.22,3.06719,2.48,8,0.098500006
0y,10.71252,9.9,11.39506,9.84,9,0.0887
+1y,12.06294,10.67,13.0,10.71252,9,0.1261
