period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,10843065550,10735000000,11021200000,23,11097000000,-0.0229
+1q,11524013370,11261800000,11861000000,18,11720000000,-0.0167
0y,46354132690,46078700000,47250000000,34,46309000000,0.001
+1y,46949872910,44743000000,50572000000,34,46354132690,0.0128999995
