period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.23855,1.2,1.30171,1.23,11,0.0069999998
+1q,1.0446,0.86,1.24,0.92,11,0.1354
0y,4.56613,4.5,4.6,4.3,20,0.0619
+1y,4.91642,4.83,4.95,4.56613,20,0.0767
